victim_race,victim_age,victim_sex,city,state,disposition,year
Hispanic,64,Male,Los Angeles,CA,Closed by arrest,2015
Black,22,Male,Los Angeles,CA,Open/No arrest,2015
Hispanic,28,Male,Los Angeles,CA,Closed by arrest,2015
Hispanic,35,Male,Los Angeles,CA,Open/No arrest,2015
Hispanic,17,Male,Los Angeles,CA,Open/No arrest,2015
Black,71,Male,Los Angeles,CA,Open/No arrest,2015
Hispanic,23,Male,Los Angeles,CA,Closed by arrest,2015
Hispanic,28,Male,Los Angeles,CA,Closed by arrest,2015
Hispanic,45,Female,Los Angeles,CA,Open/No arrest,2015
Hispanic,23,Male,Los Angeles,CA,Open/No arrest,2015
Hispanic,27,Male,Los Angeles,CA,Closed by arrest,2015
Hispanic,15,Male,Los Angeles,CA,Closed by arrest,2015
Black,66,Male,Los Angeles,CA,Open/No arrest,2015
Black,52,Male,Los Angeles,CA,Open/No arrest,2015
Black,38,Male,Los Angeles,CA,Open/No arrest,2015
Black,56,Male,Los Angeles,CA,Open/No arrest,2015
Black,42,Male,Los Angeles,CA,Open/No arrest,2015
Black,38,Male,Los Angeles,CA,Open/No arrest,2015
Black,17,Male,Los Angeles,CA,Open/No arrest,2015
Black,26,Male,Los Angeles,CA,Closed by arrest,2015
Black,28,Male,Los Angeles,CA,Open/No arrest,2015
Black,25,Male,Los Angeles,CA,Closed by arrest,2015
Black,28,Female,Los Angeles,CA,Open/No arrest,2015
Other,57,Male,Los Angeles,CA,Closed by arrest,2015
Black,60,Male,Los Angeles,CA,Closed by arrest,2015
Hispanic,30,Male,Los Angeles,CA,Closed by arrest,2015
Black,71,Female,Los Angeles,CA,Closed by arrest,2015
Hispanic,43,Male,Los Angeles,CA,Closed by arrest,2015
Hispanic,35,Male,Los Angeles,CA,Closed by arrest,2015
Hispanic,23,Male,Los Angeles,CA,Closed by arrest,2015
Black,67,Male,Los Angeles,CA,Open/No arrest,2015
Hispanic,22,Male,Los Angeles,CA,Closed by arrest,2015
Other,57,Male,Los Angeles,CA,Closed by arrest,2015
Black,29,Male,Los Angeles,CA,Closed by arrest,2015
Hispanic,22,Male,Los Angeles,CA,Closed by arrest,2015
Hispanic,25,Male,Los Angeles,CA,Closed by arrest,2015
Hispanic,20,Male,Los Angeles,CA,Closed by arrest,2015
Hispanic,37,Male,Los Angeles,CA,Closed by arrest,2015
Hispanic,29,Male,Los Angeles,CA,Open/No arrest,2015
Hispanic,18,Male,Los Angeles,CA,Closed by arrest,2015
Hispanic,50,Male,Los Angeles,CA,Open/No arrest,2015
Hispanic,28,Male,Los Angeles,CA,Open/No arrest,2015
Hispanic,17,Male,Los Angeles,CA,Closed by arrest,2015
Hispanic,19,Female,Los Angeles,CA,Closed by arrest,2015
Hispanic,Unknown,Female,Los Angeles,CA,Closed by arrest,2015
Hispanic,20,Male,Los Angeles,CA,Open/No arrest,2015
Hispanic,24,Male,Los Angeles,CA,Closed by arrest,2015
Hispanic,20,Male,Los Angeles,CA,Open/No arrest,2015
Hispanic,42,Male,Los Angeles,CA,Closed by arrest,2015
Hispanic,72,Female,Los Angeles,CA,Closed by arrest,2015
Hispanic,45,Male,Los Angeles,CA,Open/No arrest,2015
White,56,Male,Los Angeles,CA,Open/No arrest,2015
Black,71,Male,Los Angeles,CA,Open/No arrest,2015
Hispanic,18,Male,Los Angeles,CA,Open/No arrest,2015
Hispanic,31,Male,Los Angeles,CA,Closed by arrest,2015
Hispanic,27,Male,Los Angeles,CA,Closed by arrest,2015
Black,53,Male,Los Angeles,CA,Closed by arrest,2015
Black,31,Male,Los Angeles,CA,Closed by arrest,2015
White,27,Male,Los Angeles,CA,Closed by arrest,2015
White,48,Male,Los Angeles,CA,Closed by arrest,2015
White,30,Female,Los Angeles,CA,Closed by arrest,2015
Hispanic,39,Male,Los Angeles,CA,Closed by arrest,2015
Hispanic,20,Male,Los Angeles,CA,Open/No arrest,2015
Hispanic,27,Male,Los Angeles,CA,Open/No arrest,2015
Black,43,Male,Los Angeles,CA,Open/No arrest,2015
Black,25,Male,Los Angeles,CA,Open/No arrest,2015
White,19,Male,Los Angeles,CA,Closed by arrest,2015
Black,62,Male,Los Angeles,CA,Closed by arrest,2015
White,21,Female,Los Angeles,CA,Closed by arrest,2015
Black,30,Male,Los Angeles,CA,Open/No arrest,2015
Other,21,Male,Los Angeles,CA,Open/No arrest,2015
Black,33,Male,Los Angeles,CA,Closed by arrest,2015
Hispanic,21,Male,Los Angeles,CA,Open/No arrest,2015
Hispanic,32,Female,Los Angeles,CA,Closed by arrest,2015
Hispanic,35,Male,Los Angeles,CA,Open/No arrest,2015
Hispanic,38,Male,Los Angeles,CA,Closed by arrest,2015
Hispanic,19,Male,Los Angeles,CA,Closed by arrest,2015
Hispanic,21,Male,Los Angeles,CA,Closed by arrest,2015
Other,34,Male,Los Angeles,CA,Closed by arrest,2015
White,54,Female,Los Angeles,CA,Closed by arrest,2015
White,32,Male,Los Angeles,CA,Closed by arrest,2015
White,24,Female,Los Angeles,CA,Open/No arrest,2015
Hispanic,21,Female,Los Angeles,CA,Closed by arrest,2015
White,53,Male,Los Angeles,CA,Closed by arrest,2015
Black,34,Male,Los Angeles,CA,Open/No arrest,2015
Hispanic,20,Male,Los Angeles,CA,Open/No arrest,2015
White,22,Male,Los Angeles,CA,Closed by arrest,2015
Hispanic,54,Male,Los Angeles,CA,Closed by arrest,2015
Hispanic,43,Male,Los Angeles,CA,Closed by arrest,2015
Hispanic,20,Male,Los Angeles,CA,Open/No arrest,2015
Hispanic,31,Female,Los Angeles,CA,Closed by arrest,2015
Hispanic,55,Female,Los Angeles,CA,Open/No arrest,2015
Hispanic,20,Male,Los Angeles,CA,Open/No arrest,2015
Hispanic,35,Male,Los Angeles,CA,Open/No arrest,2015
Hispanic,19,Male,Los Angeles,CA,Open/No arrest,2015
Hispanic,24,Male,Los Angeles,CA,Closed by arrest,2015
Hispanic,15,Male,Los Angeles,CA,Closed by arrest,2015
Hispanic,19,Male,Los Angeles,CA,Closed by arrest,2015
Other,29,Male,Los Angeles,CA,Closed by arrest,2015
Black,20,Male,Los Angeles,CA,Closed by arrest,2015
Black,18,Male,Los Angeles,CA,Open/No arrest,2015
Hispanic,29,Male,Los Angeles,CA,Open/No arrest,2015
Black,38,Male,Los Angeles,CA,Closed by arrest,2015
Black,19,Male,Los Angeles,CA,Open/No arrest,2015
Hispanic,22,Male,Los Angeles,CA,Closed by arrest,2015
Black,26,Male,Los Angeles,CA,Open/No arrest,2015
Black,24,Male,Los Angeles,CA,Open/No arrest,2015
Black,19,Male,Los Angeles,CA,Open/No arrest,2015
Black,80,Male,Los Angeles,CA,Closed by arrest,2015
Black,28,Female,Los Angeles,CA,Open/No arrest,2015
Black,40,Male,Los Angeles,CA,Open/No arrest,2015
Black,54,Male,Los Angeles,CA,Closed by arrest,2015
Black,46,Male,Los Angeles,CA,Closed by arrest,2015
Black,35,Male,Los Angeles,CA,Closed by arrest,2015
Black,26,Male,Los Angeles,CA,Closed by arrest,2015
Black,19,Male,Los Angeles,CA,Closed by arrest,2015
Hispanic,25,Male,Los Angeles,CA,Open/No arrest,2015
Black,51,Male,Los Angeles,CA,Open/No arrest,2015
Black,53,Male,Los Angeles,CA,Open/No arrest,2015
Black,29,Male,Los Angeles,CA,Open/No arrest,2015
Black,35,Male,Los Angeles,CA,Open/No arrest,2015
Hispanic,23,Male,Los Angeles,CA,Open/No arrest,2015
Hispanic,41,Male,Los Angeles,CA,Open/No arrest,2015
Black,48,Male,Los Angeles,CA,Open/No arrest,2015
Black,25,Male,Los Angeles,CA,Closed by arrest,2015
Black,57,Male,Los Angeles,CA,Open/No arrest,2015
Black,15,Male,Los Angeles,CA,Closed by arrest,2015
Black,38,Male,Los Angeles,CA,Open/No arrest,2015
Black,47,Male,Los Angeles,CA,Open/No arrest,2015
Black,Unknown,Female,Los Angeles,CA,Closed by arrest,2015
Black,49,Male,Los Angeles,CA,Open/No arrest,2015
Black,23,Male,Los Angeles,CA,Open/No arrest,2015
Black,41,Male,Los Angeles,CA,Open/No arrest,2015
Black,44,Male,Los Angeles,CA,Open/No arrest,2015
Black,52,Male,Los Angeles,CA,Open/No arrest,2015
Black,23,Male,Los Angeles,CA,Closed by arrest,2015
Black,48,Male,Los Angeles,CA,Open/No arrest,2015
Black,38,Male,Los Angeles,CA,Open/No arrest,2015
Black,36,Male,Los Angeles,CA,Open/No arrest,2015
Black,33,Male,Los Angeles,CA,Closed by arrest,2015
Black,26,Male,Los Angeles,CA,Closed by arrest,2015
Black,42,Male,Los Angeles,CA,Open/No arrest,2015
Black,51,Male,Los Angeles,CA,Open/No arrest,2015
Hispanic,19,Male,Los Angeles,CA,Open/No arrest,2015
Black,43,Male,Los Angeles,CA,Open/No arrest,2015
Black,24,Male,Los Angeles,CA,Closed by arrest,2015
Black,33,Female,Los Angeles,CA,Closed by arrest,2015
White,41,Male,Los Angeles,CA,Closed by arrest,2015
Black,37,Male,Los Angeles,CA,Open/No arrest,2015
Hispanic,41,Male,Los Angeles,CA,Open/No arrest,2015
Hispanic,41,Male,Los Angeles,CA,Open/No arrest,2015
Hispanic,21,Male,Los Angeles,CA,Open/No arrest,2015
Hispanic,39,Male,Los Angeles,CA,Open/No arrest,2015
Black,46,Male,Los Angeles,CA,Closed by arrest,2015
Black,66,Male,Los Angeles,CA,Closed by arrest,2015
Hispanic,46,Male,Los Angeles,CA,Closed by arrest,2015
Hispanic,34,Female,Los Angeles,CA,Closed by arrest,2015
Black,34,Male,Los Angeles,CA,Closed by arrest,2015
Black,19,Male,Los Angeles,CA,Closed by arrest,2015
Hispanic,25,Male,Los Angeles,CA,Closed by arrest,2015
Hispanic,39,Male,Los Angeles,CA,Open/No arrest,2015
Hispanic,38,Male,Los Angeles,CA,Open/No arrest,2015
Hispanic,30,Male,Los Angeles,CA,Closed by arrest,2015
Hispanic,40,Male,Los Angeles,CA,Open/No arrest,2015
Hispanic,21,Male,Los Angeles,CA,Closed by arrest,2015
Hispanic,26,Male,Los Angeles,CA,Closed by arrest,2015
Black,25,Male,Los Angeles,CA,Open/No arrest,2015
Hispanic,10,Male,Los Angeles,CA,Closed by arrest,2015
Hispanic,Unknown,Male,Los Angeles,CA,Closed by arrest,2015
Hispanic,Unknown,Male,Los Angeles,CA,Closed by arrest,2015
Black,26,Male,Los Angeles,CA,Open/No arrest,2015
Hispanic,36,Female,Los Angeles,CA,Open/No arrest,2015
Hispanic,25,Male,Los Angeles,CA,Open/No arrest,2015
Black,48,Male,Los Angeles,CA,Open/No arrest,2015
Hispanic,38,Female,Los Angeles,CA,Closed by arrest,2015
Black,31,Male,Los Angeles,CA,Open/No arrest,2015
Black,50,Male,Los Angeles,CA,Closed by arrest,2015
Hispanic,21,Male,Los Angeles,CA,Open/No arrest,2015
Hispanic,37,Male,Los Angeles,CA,Closed by arrest,2015
White,33,Male,Los Angeles,CA,Open/No arrest,2015
Hispanic,17,Male,Los Angeles,CA,Closed by arrest,2015
Hispanic,52,Male,Los Angeles,CA,Closed by arrest,2015
White,26,Male,Los Angeles,CA,Closed by arrest,2015
Black,26,Male,Los Angeles,CA,Closed by arrest,2015
Other,73,Male,Los Angeles,CA,Closed by arrest,2015
White,49,Female,Los Angeles,CA,Open/No arrest,2015
White,47,Male,Los Angeles,CA,Open/No arrest,2015
Hispanic,25,Male,Los Angeles,CA,Closed by arrest,2015
White,30,Male,Los Angeles,CA,Open/No arrest,2015
Hispanic,24,Male,Los Angeles,CA,Closed by arrest,2015
Hispanic,25,Male,Los Angeles,CA,Closed by arrest,2015
White,44,Male,Los Angeles,CA,Open/No arrest,2015
Hispanic,29,Male,Los Angeles,CA,Open/No arrest,2015
Hispanic,15,Male,Los Angeles,CA,Open/No arrest,2015
Black,27,Female,Los Angeles,CA,Open/No arrest,2015
Hispanic,47,Female,Los Angeles,CA,Closed by arrest,2015
Hispanic,19,Male,Los Angeles,CA,Open/No arrest,2015
Hispanic,18,Male,Los Angeles,CA,Open/No arrest,2015
Other,51,Female,Los Angeles,CA,Closed by arrest,2015
Hispanic,29,Male,Los Angeles,CA,Closed by arrest,2015
Hispanic,29,Male,Los Angeles,CA,Closed by arrest,2015
Hispanic,18,Male,Los Angeles,CA,Closed by arrest,2015
Hispanic,29,Male,Los Angeles,CA,Open/No arrest,2015
Hispanic,23,Male,Los Angeles,CA,Closed by arrest,2015
Hispanic,50,Male,Los Angeles,CA,Closed by arrest,2015
Black,49,Male,Los Angeles,CA,Closed by arrest,2015
Hispanic,16,Female,Los Angeles,CA,Closed by arrest,2015
Black,35,Male,Los Angeles,CA,Closed by arrest,2015
Black,51,Male,Los Angeles,CA,Open/No arrest,2015
Black,23,Male,Los Angeles,CA,Closed by arrest,2015
Hispanic,28,Male,Los Angeles,CA,Open/No arrest,2015
Black,38,Male,Los Angeles,CA,Closed by arrest,2015
Black,15,Male,Los Angeles,CA,Open/No arrest,2015
Hispanic,16,Male,Los Angeles,CA,Closed by arrest,2015
Black,52,Male,Los Angeles,CA,Closed by arrest,2015
Black,39,Male,Los Angeles,CA,Open/No arrest,2015
Hispanic,40,Male,Los Angeles,CA,Closed by arrest,2015
Black,39,Male,Los Angeles,CA,Closed by arrest,2015
Black,28,Male,Los Angeles,CA,Closed by arrest,2015
Black,27,Male,Los Angeles,CA,Closed by arrest,2015
Black,18,Male,Los Angeles,CA,Closed by arrest,2015
Hispanic,50,Male,Los Angeles,CA,Closed by arrest,2015
Black,39,Male,Los Angeles,CA,Open/No arrest,2015
Black,31,Female,Los Angeles,CA,Closed by arrest,2015
Black,Unknown,Male,Los Angeles,CA,Closed by arrest,2015
Black,51,Male,Los Angeles,CA,Open/No arrest,2015
Black,34,Male,Los Angeles,CA,Closed by arrest,2015
Black,40,Male,Los Angeles,CA,Open/No arrest,2015
Black,46,Male,Los Angeles,CA,Open/No arrest,2015
Black,57,Male,Los Angeles,CA,Open/No arrest,2015
Black,27,Male,Los Angeles,CA,Closed by arrest,2015
Black,39,Male,Los Angeles,CA,Open/No arrest,2015
Black,16,Male,Los Angeles,CA,Closed by arrest,2015
Black,21,Male,Los Angeles,CA,Closed by arrest,2015
Black,42,Female,Los Angeles,CA,Open/No arrest,2015
Hispanic,49,Male,Los Angeles,CA,Open/No arrest,2015
Hispanic,21,Male,Los Angeles,CA,Closed by arrest,2015
Black,20,Female,Los Angeles,CA,Open/No arrest,2015
Black,22,Male,Los Angeles,CA,Open/No arrest,2015
Black,24,Male,Los Angeles,CA,Closed by arrest,2015
Black,18,Male,Los Angeles,CA,Closed by arrest,2015
Black,66,Male,Los Angeles,CA,Closed by arrest,2015
Black,19,Male,Los Angeles,CA,Closed by arrest,2015
Hispanic,24,Male,Los Angeles,CA,Closed by arrest,2015
Black,48,Female,Los Angeles,CA,Closed by arrest,2015
Hispanic,39,Male,Los Angeles,CA,Open/No arrest,2015
Hispanic,40,Male,Los Angeles,CA,Closed by arrest,2015
Hispanic,57,Female,Los Angeles,CA,Closed by arrest,2015
Hispanic,28,Male,Los Angeles,CA,Closed by arrest,2015
White,53,Male,Los Angeles,CA,Open/No arrest,2015
Hispanic,57,Male,Los Angeles,CA,Open/No arrest,2015
Hispanic,65,Male,Los Angeles,CA,Closed by arrest,2015
Hispanic,24,Male,Los Angeles,CA,Closed by arrest,2015
Hispanic,41,Male,Los Angeles,CA,Closed by arrest,2015
White,32,Male,Los Angeles,CA,Open/No arrest,2015
Black,20,Male,Los Angeles,CA,Open/No arrest,2015
Hispanic,26,Male,Los Angeles,CA,Closed by arrest,2015
Hispanic,39,Male,Los Angeles,CA,Open/No arrest,2015
Hispanic,37,Male,Los Angeles,CA,Closed by arrest,2015
Hispanic,45,Female,Los Angeles,CA,Open/No arrest,2015
Black,41,Female,Los Angeles,CA,Open/No arrest,2015
Hispanic,36,Female,Los Angeles,CA,Open/No arrest,2015
Hispanic,19,Male,Los Angeles,CA,Closed by arrest,2015
Hispanic,24,Male,Los Angeles,CA,Closed by arrest,2015
Hispanic,20,Male,Los Angeles,CA,Closed by arrest,2015
Black,Unknown,Male,Los Angeles,CA,Open/No arrest,2015
Hispanic,21,Male,Los Angeles,CA,Closed by arrest,2015
Hispanic,30,Male,Los Angeles,CA,Closed by arrest,2015
Asian,28,Male,Los Angeles,CA,Open/No arrest,2015
Hispanic,28,Male,Los Angeles,CA,Open/No arrest,2015
White,37,Male,Los Angeles,CA,Closed by arrest,2015
Hispanic,35,Male,Los Angeles,CA,Closed by arrest,2015
White,60,Female,Los Angeles,CA,Open/No arrest,2015
Black,56,Male,Los Angeles,CA,Closed by arrest,2016
Black,49,Male,Los Angeles,CA,Closed by arrest,2016
Black,24,Male,Los Angeles,CA,Closed by arrest,2016
Black,68,Male,Los Angeles,CA,Open/No arrest,2016
White,32,Female,Los Angeles,CA,Closed by arrest,2016
Asian,65,Male,Los Angeles,CA,Closed by arrest,2016
Hispanic,64,Male,Los Angeles,CA,Closed by arrest,2016
Black,63,Male,Los Angeles,CA,Closed by arrest,2016
Black,59,Male,Los Angeles,CA,Closed by arrest,2016
Black,55,Female,Los Angeles,CA,Closed by arrest,2016
Hispanic,29,Male,Los Angeles,CA,Closed by arrest,2016
Hispanic,23,Male,Los Angeles,CA,Open/No arrest,2016
Hispanic,40,Male,Los Angeles,CA,Open/No arrest,2016
Black,21,Male,Los Angeles,CA,Closed by arrest,2016
Hispanic,23,Male,Los Angeles,CA,Open/No arrest,2016
Hispanic,20,Male,Los Angeles,CA,Open/No arrest,2016
Hispanic,57,Male,Los Angeles,CA,Closed by arrest,2016
Hispanic,66,Male,Los Angeles,CA,Open/No arrest,2016
White,32,Female,Los Angeles,CA,Closed by arrest,2016
Hispanic,30,Male,Los Angeles,CA,Open/No arrest,2016
Black,35,Male,Los Angeles,CA,Closed by arrest,2016
White,59,Male,Los Angeles,CA,Closed by arrest,2016
Hispanic,45,Female,Los Angeles,CA,Closed by arrest,2016
White,25,Male,Los Angeles,CA,Closed by arrest,2016
White,19,Female,Los Angeles,CA,Closed by arrest,2016
Hispanic,22,Male,Los Angeles,CA,Closed by arrest,2016
Hispanic,28,Male,Los Angeles,CA,Open/No arrest,2016
Hispanic,25,Male,Los Angeles,CA,Open/No arrest,2016
Hispanic,55,Male,Los Angeles,CA,Closed by arrest,2016
Hispanic,24,Male,Los Angeles,CA,Open/No arrest,2016
Hispanic,23,Male,Los Angeles,CA,Open/No arrest,2016
Hispanic,27,Male,Los Angeles,CA,Closed by arrest,2016
Hispanic,23,Male,Los Angeles,CA,Open/No arrest,2016
Black,34,Male,Los Angeles,CA,Open/No arrest,2016
Hispanic,25,Male,Los Angeles,CA,Closed by arrest,2016
Black,22,Male,Los Angeles,CA,Closed by arrest,2016
Black,47,Male,Los Angeles,CA,Closed by arrest,2016
Black,15,Male,Los Angeles,CA,Closed by arrest,2016
Black,16,Male,Los Angeles,CA,Open/No arrest,2016
Black,33,Male,Los Angeles,CA,Closed by arrest,2016
Black,36,Female,Los Angeles,CA,Open/No arrest,2016
Black,24,Male,Los Angeles,CA,Closed by arrest,2016
Hispanic,39,Male,Los Angeles,CA,Closed by arrest,2016
Black,30,Male,Los Angeles,CA,Closed by arrest,2016
Hispanic,35,Male,Los Angeles,CA,Open/No arrest,2016
Black,31,Male,Los Angeles,CA,Open/No arrest,2016
Black,19,Male,Los Angeles,CA,Open/No arrest,2016
Black,Unknown,Female,Los Angeles,CA,Closed by arrest,2016
Black,56,Male,Los Angeles,CA,Open/No arrest,2016
Black,45,Male,Los Angeles,CA,Closed by arrest,2016
Black,24,Male,Los Angeles,CA,Open/No arrest,2016
Black,25,Male,Los Angeles,CA,Open/No arrest,2016
Black,21,Male,Los Angeles,CA,Open/No arrest,2016
Black,51,Male,Los Angeles,CA,Open/No arrest,2016
Hispanic,19,Male,Los Angeles,CA,Closed by arrest,2016
Black,26,Male,Los Angeles,CA,Open/No arrest,2016
Black,29,Male,Los Angeles,CA,Closed by arrest,2016
Black,56,Male,Los Angeles,CA,Closed by arrest,2016
Black,30,Male,Los Angeles,CA,Closed by arrest,2016
Black,54,Male,Los Angeles,CA,Closed by arrest,2016
Black,51,Male,Los Angeles,CA,Closed by arrest,2016
Black,19,Male,Los Angeles,CA,Open/No arrest,2016
Black,50,Female,Los Angeles,CA,Closed by arrest,2016
Asian,50,Male,Los Angeles,CA,Closed by arrest,2016
Hispanic,18,Male,Los Angeles,CA,Open/No arrest,2016
Hispanic,53,Male,Los Angeles,CA,Closed by arrest,2016
Hispanic,37,Male,Los Angeles,CA,Closed by arrest,2016
Hispanic,19,Male,Los Angeles,CA,Closed by arrest,2016
Hispanic,36,Male,Los Angeles,CA,Closed by arrest,2016
Hispanic,43,Male,Los Angeles,CA,Closed by arrest,2016
Hispanic,35,Male,Los Angeles,CA,Closed by arrest,2016
Hispanic,54,Male,Los Angeles,CA,Closed by arrest,2016
Hispanic,26,Male,Los Angeles,CA,Open/No arrest,2016
Hispanic,26,Male,Los Angeles,CA,Closed by arrest,2016
Hispanic,34,Male,Los Angeles,CA,Open/No arrest,2016
Other,25,Male,Los Angeles,CA,Closed by arrest,2016
Hispanic,38,Male,Los Angeles,CA,Open/No arrest,2016
Hispanic,24,Male,Los Angeles,CA,Open/No arrest,2016
Hispanic,25,Male,Los Angeles,CA,Open/No arrest,2016
Hispanic,42,Male,Los Angeles,CA,Open/No arrest,2016
Hispanic,28,Male,Los Angeles,CA,Closed by arrest,2016
White,47,Male,Los Angeles,CA,Closed by arrest,2016
Hispanic,38,Male,Los Angeles,CA,Closed by arrest,2016
Hispanic,29,Male,Los Angeles,CA,Closed by arrest,2016
Hispanic,34,Male,Los Angeles,CA,Open/No arrest,2016
Hispanic,43,Male,Los Angeles,CA,Closed by arrest,2016
Black,21,Male,Los Angeles,CA,Closed by arrest,2016
Black,27,Male,Los Angeles,CA,Closed by arrest,2016
White,24,Male,Los Angeles,CA,Closed by arrest,2016
Black,31,Female,Los Angeles,CA,Open/No arrest,2016
Hispanic,36,Male,Los Angeles,CA,Open/No arrest,2016
Hispanic,45,Male,Los Angeles,CA,Open/No arrest,2016
White,61,Male,Los Angeles,CA,Closed by arrest,2016
Hispanic,23,Male,Los Angeles,CA,Closed by arrest,2016
Hispanic,18,Male,Los Angeles,CA,Closed by arrest,2016
Hispanic,43,Female,Los Angeles,CA,Open/No arrest,2016
Black,47,Female,Los Angeles,CA,Closed by arrest,2016
Hispanic,23,Male,Los Angeles,CA,Open/No arrest,2016
White,50,Male,Los Angeles,CA,Open/No arrest,2016
White,62,Male,Los Angeles,CA,Open/No arrest,2016
Black,43,Male,Los Angeles,CA,Open/No arrest,2016
White,46,Male,Los Angeles,CA,Closed by arrest,2016
Other,47,Male,Los Angeles,CA,Closed by arrest,2016
Asian,41,Male,Los Angeles,CA,Closed by arrest,2016
Hispanic,33,Male,Los Angeles,CA,Open/No arrest,2016
Black,28,Male,Los Angeles,CA,Closed by arrest,2016
White,60,Male,Los Angeles,CA,Closed by arrest,2016
Black,21,Male,Los Angeles,CA,Open/No arrest,2016
Hispanic,34,Male,Los Angeles,CA,Open/No arrest,2016
Hispanic,28,Male,Los Angeles,CA,Closed by arrest,2016
Other,31,Male,Los Angeles,CA,Open/No arrest,2016
White,40,Male,Los Angeles,CA,Open/No arrest,2016
Hispanic,70,Female,Los Angeles,CA,Closed by arrest,2016
Hispanic,24,Male,Los Angeles,CA,Closed by arrest,2016
Hispanic,44,Male,Los Angeles,CA,Closed by arrest,2016
White,30,Male,Los Angeles,CA,Closed by arrest,2016
Hispanic,28,Male,Los Angeles,CA,Closed by arrest,2016
White,37,Male,Los Angeles,CA,Closed by arrest,2016
Other,38,Male,Los Angeles,CA,Closed by arrest,2016
Black,26,Male,Los Angeles,CA,Closed by arrest,2016
Black,31,Male,Los Angeles,CA,Closed by arrest,2016
Black,19,Male,Los Angeles,CA,Closed by arrest,2016
White,30,Male,Los Angeles,CA,Closed by arrest,2016
Hispanic,24,Female,Los Angeles,CA,Closed by arrest,2016
Black,74,Male,Los Angeles,CA,Closed by arrest,2016
Hispanic,19,Male,Los Angeles,CA,Open/No arrest,2016
Hispanic,23,Male,Los Angeles,CA,Open/No arrest,2016
Hispanic,36,Male,Los Angeles,CA,Open/No arrest,2016
White,48,Male,Los Angeles,CA,Closed by arrest,2016
Hispanic,26,Male,Los Angeles,CA,Open/No arrest,2016
Other,32,Male,Los Angeles,CA,Open/No arrest,2016
Hispanic,36,Male,Los Angeles,CA,Open/No arrest,2016
White,48,Male,Los Angeles,CA,Closed by arrest,2016
Hispanic,23,Female,Los Angeles,CA,Closed by arrest,2016
Black,50,Male,Los Angeles,CA,Closed by arrest,2016
Black,31,Male,Los Angeles,CA,Closed by arrest,2016
